阅读量,评价数,标题,情感,详情页,作者,最后更新,影响力,文章内容,评价
1585,2,明天就不做t，等着躺赚。[鼓掌][鼓掌],正,"http://guba.eastmoney.com/news,000001,880331855.html",好韭不见,2020/10/13 22:13,3,,往前看每次银行股常常对大盘都是起趐趐板作用的。周一上周大涨的银行股会休息不排除回调。银行股一般与大盘和大多数股反向走。大盘回调时银行股护盘上涨至少是不跌，而大涨上涨或大多数股上涨银行股就休整甚至调整。这样一是为下次护盘挪出空间来不至于涨得太高，二是稳定大盘不至于大盘一天涨太多弄成疯牛，因为最好的是漫牛，熊或疯牛都是各方不希望看到的。三是资金有限银行股与其他股同涨资金不夠，因此银行股就需要退出一部分资金才有资金顶其它股。-----外围形势很好明天大多数股会大涨的恬恬银行股会休整。。。注意节奏别弄反了。。。想银行股单独来个大牛疯牛是不现实的。。。能涨涨停停回回不创新低再涨涨就是非常不错的了，过分激动追高买必被套上-----银行股跌来了要敢于买套不会出大问题的，但涨上去了追高买，想一买还新高不断，那是忽悠你接盘的。高了要敢于卖跌了要敢于买-----周一大盘会涨三点以上大多数股会涨5点以上上周超跌的航天电子中航沈飞中航飞机等军工股会强力反弹七点以上-----往前看每次银行股常常对大盘都是起趐趐板作用的。周一上周大涨的银行股会休息不排除回调。银行股一般与大盘和大多数股反向走。大盘回调时银行股护盘上涨至少是不跌，而大涨上涨或大多数股上涨银行股就休整甚至调整。这样一是为下次护盘挪出空间来不至于涨得太高，二是稳定大盘不至于大盘一天涨太多弄成...-----说的好，但是我不信。-----
2415,2,已持有十个月，一路平安！,正,"http://guba.eastmoney.com/news,000001,880316039.html",狼子会投8,2020/10/13 15:32,25,,都不敢公布是多少钱买入的-----都不敢公布是多少钱买入的-----成本低到你眼红
2670,0,天天看着你，天天涨一点，一个爽字了得,正,"http://guba.eastmoney.com/news,000001,880248037.html",买股票靠猜,2020/10/12 1:03,25,,
2072,1,周一涨停了，威武点赞了兄弟们,正,"http://guba.eastmoney.com/news,000001,880246895.html",买股票靠猜,2020/10/12 0:21,25,,慢慢来，太快了，其他均线跟不上
2021,1,短线有望涨到20.87元[大笑],正,"http://guba.eastmoney.com/news,000001,880242838.html",新潮流8899,2020/10/11 23:17,15,,短期是多短
1617,0,短线有望涨到20.87元[大笑],正,"http://guba.eastmoney.com/news,000001,880242837.html",新潮流8899,2020/10/11 23:15,15,,
2152,4,才涨几天呀，多去看看茅台走势,正,"http://guba.eastmoney.com/news,000001,880190892.html",股海风云传奇,2020/10/11 22:33,45,,还没到万亿市值-----有些人就是看到目前的上涨，就觉得以后会继续上涨，矮股往往会给这么人有些大的教育-----有些人就是看到目前的上涨，就觉得以后会继续上涨，矮股往往会给这么人有些大的教育-----形态趋势护盘任务，老股民都懂这种慢牛爬升走势-----形态趋势护盘任务，老股民都懂这种慢牛爬升走势-----是的所以哪些动不动想着翻倍深跌的人的理论不可取
1935,0,看外围和银行板块的主力净流入，下周银行能否发挥排头,正,"http://guba.eastmoney.com/news,000001,880239139.html",昆仑游子,2020/10/11 22:30,35,,
10124,9,牛股不言顶，继续持有,正,"http://guba.eastmoney.com/news,000001,880233141.html",狼子会投8,2020/10/11 21:35,25,,就看你这句话就注定你在不久的将来要挨套，想法太极端了----------就看你这句话就注定你在不久的将来要挨套，想法太极端了----------平安银行没套-----就看你这句话就注定你在不久的将来要挨套，想法太极端了----------上升趋势套个几把，还教育别人。-----上升趋势套个几把，还教育别人。-----你说上升就上升？指数怎么下来的一点不吸取教训吗？沙雕-----平安银行没套-----我的意思他说不严顶太极端，没有只涨不跌的股票，多一分谨慎永远不会错。-----上升趋势套个几把，还教育别人。-----高位刚接的股票一下跌不会套吗，你以为都是从底部买入进来的？-----平安银行没套-----已持有十个月，很享受-----高位刚接的股票一下跌不会套吗，你以为都是从底部买入进来的？-----刚破新高没几天，你慌个毛线？平银跟指数了？-----刚破新高没几天，你慌个毛线？平银跟指数了？-----高处不胜寒，炒股理念不一样
9944,1,把000001干到10000元。努力，加油加油加油！,正,"http://guba.eastmoney.com/news,000001,880229680.html",yz金融家,2020/10/11 20:57,15,,炒到1000元
1389,0,平安银行保你平安,正,"http://guba.eastmoney.com/news,000001,880223956.html",中国长城中线客,2020/10/11 19:54,25,,
24543,1,连涨四天，该买还是该卖？,正,"http://guba.eastmoney.com/news,cfhpl,880215067.html",逆势套利刘冰,2020/10/11 19:28,4,,精确：7.04-7.49元横盘44天不变
1906,4,银行中的茅台，没有看错,正,"http://guba.eastmoney.com/news,000001,880125318.html",股海风云传奇,2020/10/11 18:10,45,,今天个股都在缩量-----今天个股都在缩量-----选放量的玩呗-----前天主力不是跑出2个多亿吗？不要被忽悠哦----------目标20元。
2409,9,平安银行不舍得卖，其余全清。,正,"http://guba.eastmoney.com/news,000001,880076870.html",恐慌买癫狂卖,2020/10/11 15:48,35,,是个富婆----------是个富婆----------咱俩注册时长都是1.9年-----咱俩注册时长都是1.9年----------时间一样，启动资金不一样啊-----富妞----------时间一样，启动资金不一样啊-----我没准，有时候空仓，有时候买个一两万的，有时候稍微多买点。-----其实我不太喜欢炒股票，我比较笨，懒得动脑。我更喜欢买黄金EFT，放着就行了。-----你钱比我多，你说的都对。-----收盘了，暂时还没卖。-----今天进了点黄金不知道后市怎么样。-----星期一可能跳空高开
1549,2,忠实粉丝,正,"http://guba.eastmoney.com/news,000001,880195544.html",大道守心,2020/10/11 15:38,1,,----------8.5成本，厉害。我当时也是一点点补仓，从9块多一路补仓到10.58。
3056,0,平安银行盘中最高16.95元创历史新高，总市值3262.13亿,正,"http://guba.eastmoney.com/news,cjpl,880194590.html",财经评论资讯,2020/10/11 15:31,5,10月11日，平安银行盘中最高价16.95元，股价创历史新高。截至收盘，平安银行最新价为16.81元，上涨3.51%，全日成交金额达到23.35亿元，换手率0.72%。根据最新收盘价进行计算，平安银行总市值为3262.13亿元。Choice数据显示，平安银行自上市以来的前次股价高点出现在2019年10月9日，当日最高价为16.52元(前复权)，短期内未能突破前次高点，股价最低于2019年10月10日下探15.99元(前复权)。10月10日至10月11日，平安银行累计涨跌幅为3.51%。横向与市场指数和所属行业进行比较，2019年10月10日至2019年10月11日区间内，深证成指同期上涨0.3%，申万二级行业银行同期上涨1.76%。个股表现跑赢深证成指，强于所属申万行业指数。从全市场来看，10月11日沪深两市共有我武生物、宝鼎科技、上峰水泥等35只股票价格创历史新高。其中我武生物股价已连续五日盘中创下历史最高价。免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。,
1358,0,平银行这么凶？你犯规了！,正,"http://guba.eastmoney.com/news,000001,880193672.html",炒股刀刀要你见血,2020/10/11 15:27,2,,
1172,0,好股！一周累计涨五个点就是好票！,正,"http://guba.eastmoney.com/news,000001,880193257.html",股训,2020/10/11 15:26,4,,
1252,0,尾盘调的好，又创新高,正,"http://guba.eastmoney.com/news,000001,880189199.html",黄金的獠牙牙,2020/10/11 15:06,15,,
1835,1,涨这么猛，这是科技银行？,正,"http://guba.eastmoney.com/news,000001,880184908.html",Lkong0,2020/10/11 15:03,2,,这是题材股科技股金融股简称科金股
980,0,留100股做个纪念,正,"http://guba.eastmoney.com/news,000001,880168661.html",WO牛也是牛,2020/10/11 15:02,15,,
1147,0,再来冲一波！,正,"http://guba.eastmoney.com/news,000001,880183457.html",张榛洋,2020/10/11 14:52,15,,
1069,0,希望大家都吃肉,正,"http://guba.eastmoney.com/news,000001,880178179.html",股友RVeETt,2020/10/11 14:41,5,,
1050,0,勇闯新高,正,"http://guba.eastmoney.com/news,000001,880176310.html",symbian2018,2020/10/11 14:38,2,,
1106,0,雄起！下周绝对高开高走！,正,"http://guba.eastmoney.com/news,000001,880175263.html",股友AyRu2V,2020/10/11 14:36,5,,
1300,1,银行股涨幅第一怎么没人说话了,正,"http://guba.eastmoney.com/news,000001,880174572.html",绍兴仔,2020/10/11 14:35,2,,都在懊悔中
1004,0,怎一句卧槽了得,正,"http://guba.eastmoney.com/news,000001,880174060.html",股友97quji5385,2020/10/11 14:33,1,,
962,0,今天应该是最高价收盘,正,"http://guba.eastmoney.com/news,000001,880173926.html",我来说一点4670,2020/10/11 14:33,15,,
985,0,太强了，稳一稳,正,"http://guba.eastmoney.com/news,000001,880173761.html",长牛可期v,2020/10/11 14:33,1,,
1054,0,深圳龙头平安银行果真是慢牛，步步高升继续加油哈,正,"http://guba.eastmoney.com/news,000001,880172892.html",为了理想的生活,2020/10/11 14:31,15,,
889,0,爱你,正,"http://guba.eastmoney.com/news,000001,880170640.html",股海伊粟,2020/10/11 14:27,2,,
941,0,又新高了,正,"http://guba.eastmoney.com/news,000001,880169738.html",股票小菜鸟112,2020/10/11 14:25,25,,
922,0,没买我后悔,正,"http://guba.eastmoney.com/news,000001,880169453.html",有赚就好58,2020/10/11 14:25,25,,
1260,2,坚持就是胜利,正,"http://guba.eastmoney.com/news,000001,880168048.html",华山弃徒令狐冲,2020/10/11 14:24,5,,恭喜恭喜-----我是12点多卖掉的，没能坚持，亏大了
830,0,牛啊,正,"http://guba.eastmoney.com/news,000001,880168127.html",张榛洋,2020/10/11 14:23,15,,
1127,1,平安银行最强，今天必过17.20冲向17.48,正,"http://guba.eastmoney.com/news,000001,880167437.html",先知先觉指南针,2020/10/11 14:23,3,,-----
908,0,不涨停，涨不停[大笑][大笑][大笑],正,"http://guba.eastmoney.com/news,000001,880168163.html",股友OeIfRO,2020/10/11 14:22,2,,
1316,4,今天银行、券商、石油带动指数上攻，诱多已经到极致了,正,"http://guba.eastmoney.com/news,000001,880168141.html",热股侠,2020/10/11 14:21,3,,----------诱多也是多-----诱多也是多-----没毛病----------哪是因为中国没有真正的科技股，唯一有点核心技术的科技公司是华为，但是华为又恰恰是不上市的。
1060,0,如此牛，为什么？？？,正,"http://guba.eastmoney.com/news,000001,880167511.html",龙腾四海989888,2020/10/11 14:20,2,,
855,0,不要涨太快，我怕跌[大笑],正,"http://guba.eastmoney.com/news,000001,880167501.html",王怀仁,2020/10/11 14:20,25,,
817,0,央行放给银行的钱都用来拉自家股票了,正,"http://guba.eastmoney.com/news,000001,880149766.html",清新而迈,2020/10/11 14:19,25,,
1008,1,资金应该是从消费类股跑到银行金融地产股来了,正,"http://guba.eastmoney.com/news,000001,880160362.html",先知先觉指南针,2020/10/11 14:19,3,,平安银行最强，今天必过17.20元
1036,2,下周一又是下跌,正,"http://guba.eastmoney.com/news,000001,880162654.html",股友KKs9mS,2020/10/11 14:11,2,,跌的再多也没有人敢买了-----也没人敢卖-----
759,0,平安加油，平安加油。,正,"http://guba.eastmoney.com/news,000001,880154003.html",倒霉三年,2020/10/11 13:55,15,,
777,0,平安不断新高呀,正,"http://guba.eastmoney.com/news,000001,880153084.html",从零开始的做T生涯,2020/10/11 13:54,2,,
836,0,非常抱歉的通知你们，招行突破3%的涨幅，要买就买龙头,正,"http://guba.eastmoney.com/news,000001,880150005.html",小明同学9号,2020/10/11 13:48,4,,
915,1,[赚大了][赚大了][鼓掌],正,"http://guba.eastmoney.com/news,000001,880149995.html",基民TtLEsD,2020/10/11 13:48,25,,目标20
864,0,祝福大家,正,"http://guba.eastmoney.com/news,000001,880145647.html",看世界潮流,2020/10/11 13:40,25,,
1079,0,维持回调观点不变，这里阶段性短期见顶，只是高位钝化,正,"http://guba.eastmoney.com/news,000001,880128734.html",稳定就是暴利,2020/10/11 12:39,2,,
1042,0,已越过阻力位，后面一马平川,正,"http://guba.eastmoney.com/news,000001,880119341.html",小蛇缠牛脖,2020/10/11 11:36,2,,
19888,6,今天，不大可能深度调整！,正,"http://guba.eastmoney.com/news,cfhpl,880119941.html",逆势套利刘冰,2020/10/11 11:34,4,,老师下周为啥会有挑战啊？-----重点关注底部高铁芯片半导体黑马600458-----划重点--公路超限超载检测设备-----中航电测---目前已发展成为以生产应变计、传感器、航空机载和地面测力系统、汽车检测设备和公路超限超载检测设备等电测产品为主，兼营人造宝石及其他晶体制品的多元化现代高新技术企业。-----无锡桥塌事件推动，科技从安全做起-----老师下周为啥会有挑战啊？-----量能不足-----扯淡-----军工还有机会么？已经跌了半个月了
6052,5,银行带头大哥,正,"http://guba.eastmoney.com/news,000001,878806103.html",猎豹生存之道,2020/10/11 11:30,4,,厉害-----百川东到海-----取代招商银行和宁波银行，成带头大哥。因为相对比较，招商和宁波，现在估值在银行里面偏高很多-----的确比宁波银行强平安银行就像科技股中的沪电股份率先起动后面其它科技股才纷纷起动-----厉害
997,1,失敬拉啊！,正,"http://guba.eastmoney.com/news,000001,880065499.html",清新而迈,2020/10/11 11:15,25,,不好好拉，明天就通告
886,0,拉的一手好大盘,正,"http://guba.eastmoney.com/news,000001,880110610.html",左右为难1988,2020/10/11 11:11,5,,
1775,9,头部已成。年底主调是下探支撑。,正,"http://guba.eastmoney.com/news,000001,880079963.html",佛山老炮,2020/10/11 11:07,4,,三亚凤凰岛-----海内存知己。-----图片评论-----x线焦点。-----船长威武-----船长威武-----今年元月9元多进场，现出货足矣。年底于支撑位再杀入便可……-----x线焦点。-----X线焦点那点会怎么延伸呢-----X线焦点那点会怎么延伸呢-----思维点：x线焦点域。-----X线焦点那点会怎么延伸呢-----思维混乱。
932,0,平安银行做空众泰汽车赚大了,正,"http://guba.eastmoney.com/news,000001,880100730.html",wgzaaa,2020/10/11 10:51,25,,
835,0,这一波蛮厉害的！,正,"http://guba.eastmoney.com/news,000001,880082659.html",A起个名真难啊,2020/10/11 10:17,25,,
796,0,天呐，不要涨太快[微笑],正,"http://guba.eastmoney.com/news,000001,880082184.html",王怀仁,2020/10/11 10:17,25,,
889,0,都创新高了，有人还怀疑走势。666,正,"http://guba.eastmoney.com/news,000001,880081591.html",Baker乾坤,2020/10/11 10:15,2,,
849,0,向招行看齐,正,"http://guba.eastmoney.com/news,000001,880081807.html",股友1OMQEF,2020/10/11 10:14,2,,
799,0,突破了,正,"http://guba.eastmoney.com/news,000001,880080952.html",小韭菜1233,2020/10/11 10:14,2,,
818,0,突破了,正,"http://guba.eastmoney.com/news,000001,880080959.html",小韭菜1233,2020/10/11 10:13,2,,
825,0,最靓的仔,正,"http://guba.eastmoney.com/news,000001,880076983.html",鲽中鲽,2020/10/11 10:06,15,,
774,0,不错,正,"http://guba.eastmoney.com/news,000001,880075720.html",米斯钝葛,2020/10/11 10:04,0,,
802,0,不负所望，涨起来,正,"http://guba.eastmoney.com/news,000001,880068186.html",狂赌豪赢,2020/10/11 9:51,25,,
866,0,这都能赚个饭钱，我要笑死了[大笑],正,"http://guba.eastmoney.com/news,000001,880067658.html",股票小菜鸟112,2020/10/11 9:51,25,,
791,0,持续看涨,正,"http://guba.eastmoney.com/news,000001,880065091.html",交给时间就对了,2020/10/11 9:48,15,,
1013,1,12.7的本，拿了三个月打算继续长期持有[微笑][微笑][,正,"http://guba.eastmoney.com/news,000001,880063182.html",人在羽中001,2020/10/11 9:44,1,,恭喜恭喜
822,0,强者更强,正,"http://guba.eastmoney.com/news,000001,880062177.html",股霸王110,2020/10/11 9:43,35,,
1296,0,平安银行(000001)融资融券信息(10-10),正,"http://guba.eastmoney.com/news,000001,880052374.html",平安银行资讯,2020/10/11 9:20,4,"平安银行(000001)2019-10-10融资融券信息显示，平安银行融资余额3,501,722,492元，融券余额50,476,486元，融资买入额119,498,606元，融资偿还额149,125,460元，融资净买额-29,626,854元，融券余量3,108,158股，融券卖出量321,600股，融券偿还量540,100股，融资融券余额3,552,198,978元。平安银行融资融券详细信息如下表：深市全部融资融券数据一览平安银行融资融券数据",
1138,0,今天有机会了吧[想一下],正,"http://guba.eastmoney.com/news,000001,880048340.html",zxccvbnmytfcv,2020/10/11 9:00,3,,
1348,0,到位了,正,"http://guba.eastmoney.com/news,000001,880004345.html",ah1969ah,2020/10/10 19:30,25,,
2277,4,头部成立。,正,"http://guba.eastmoney.com/news,000001,880002908.html",佛山老炮,2020/10/10 19:14,4,,明天周五（10月11日）是到顶日。-----那来的头部，修整一下就吓了-----那来的头部，修整一下就吓了-----头部都识别不了吗？-----今开盘冲高现达高点。
1479,0,就是你了，今天建仓，明天吃肉,正,"http://guba.eastmoney.com/news,000001,879994763.html",狂赌豪赢,2020/10/10 17:35,25,,
1378,2,马上就见红了，爽歪歪,正,"http://guba.eastmoney.com/news,000001,879950936.html",东财网友1231513802813692,2020/10/10 14:22,2,,爽个毛线再看看----------又下来了
1011,0,老铁加把劲啊,正,"http://guba.eastmoney.com/news,000001,879926313.html",股霸王110,2020/10/10 13:26,35,,
1493,1,之前买过一段平安银行，后来吃面包去了。再次买回来，,正,"http://guba.eastmoney.com/news,000001,879891895.html",恐慌买癫狂卖,2020/10/10 11:17,35,,今天主力出货很多啊
1033,0,昨天刚创新高，怕啥,正,"http://guba.eastmoney.com/news,000001,879885209.html",黄金的獠牙牙,2020/10/10 10:35,15,,
1277,2,谢谢平银主力，昨天清仓了，留下的兄弟发财,正,"http://guba.eastmoney.com/news,000001,879884415.html",股友xQM9Hi,2020/10/10 10:34,5,,短暂回调而已，平银是支长线股，你今天不接上去会后悔的。可惜我昨天15.50没出，不然今天买进一个好T-----短暂回调而已，平银是支长线股，你今天不接上去会后悔的。可惜我昨天15.50没出，不然今天买进一个好T-----只能说你太乐观了，炒股多一分谨慎为妙
1118,2,回来看一眼，银行板块最亮的星！[赞][赞][赞],正,"http://guba.eastmoney.com/news,000001,879881000.html",股友6Nro3c,2020/10/10 10:31,3,,连续两天-----是一闪一闪
1572,0,大涨即将开始，大家坐好了，火箭发射……,正,"http://guba.eastmoney.com/news,000001,879823669.html",沧海一声笑czmgif,2020/10/9 22:12,2,,
1351,0,爱死你了,正,"http://guba.eastmoney.com/news,000001,879822201.html",买股票靠猜,2020/10/9 21:55,25,,
1668,0,平安是银行里第一个突破的，拿稳喽,正,"http://guba.eastmoney.com/news,000001,879810536.html",等待是最好的回报,2020/10/9 19:46,1,,
1694,0,明天必涨，我是指盘中，收盘不一定，谢谢,正,"http://guba.eastmoney.com/news,000001,879805488.html",龙头哥传奇,2020/10/9 18:40,15,,
1526,0,[大笑],正,"http://guba.eastmoney.com/news,000001,879800146.html",briansu,2020/10/9 17:29,5,,
2349,0,平安银行盘中最高16.52元，股价连续两日创历史新高,正,"http://guba.eastmoney.com/news,cjpl,879798663.html",财经评论资讯,2020/10/9 17:17,5,10月9日，平安银行盘中最高价16.52元，股价连续两日创历史新高。截至收盘，平安银行最新价为16.25元，上涨0.31%，全日成交金额达到21.45亿元，换手率0.68%。根据最新收盘价进行计算，平安银行总市值为3153.46亿元。免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。,
4447,0,#指数播报#10月9日指数涨跌播报,正,"http://guba.eastmoney.com/news,cfhpl,879783037.html",广发基金,2020/10/9 15:27,45,,
2130,6,下午指数上涨十几点，平安银行跳水从上午上涨1.4%到下,正,"http://guba.eastmoney.com/news,000001,879766831.html",股友6Nro3c,2020/10/9 15:13,3,,资金净流入7千万收盘绿一个点。-----资金净流入7千万收盘绿一个点。-----从上午收盘已经下跌1.5%了，而指数相比上午收盘全部是上涨的，平安下午的走势真无耻。-----从上午收盘已经下跌1.5%了，而指数相比上午收盘全部是上涨的，平安下午的走势真无耻。-----收盘站稳16.30明天就还有戏-----收盘站稳16.30明天就还有戏-----累死站不上，盘中从15.29秒跌到15.20就说明有人在砸，涨上来不容易-----你这种韭菜就多看多想少说少动，嘴多舌头就不保了-----你这种韭菜就多看多想少说少动，嘴多舌头就不保了-----沙雕韭菜这个词适合你吧真可笑
1151,2,势做龙头,正,"http://guba.eastmoney.com/news,000001,879758261.html",二十岁的巴韭特,2020/10/9 14:09,15,,倒数龙头-----跳水龙头
1344,1,明显有大资金进场抢筹！下午大涨！,正,"http://guba.eastmoney.com/news,000001,879730128.html",涨停冲锋号,2020/10/9 13:41,35,,绿了绿了马上倒贴
937,0,涨了这么多了，差不多了，再涨就跟价值背离了,正,"http://guba.eastmoney.com/news,000001,879743783.html",晴了天的空,2020/10/9 13:29,15,,
1658,8,突破16.44向19.88进发！,正,"http://guba.eastmoney.com/news,000001,879731998.html",广西红日,2020/10/9 12:09,2,,阻力位不是16.64迈，你是在逗我？-----阻力位不是16.64迈，你是在逗我？-----我的是16.44-----平银操的是深发展，深发展的就是16.44----------你俩争啥，一个不复权，一个前复权。-----你俩争啥，一个不复权，一个前复权。-----我没有跟他争，我只是说我的看法----------回踩结束，尾盘空头回补。----------今天是收周线，不管下周怎么走，它们是要守住这地的。----------阻力位不是16.64迈，你是在逗我？-----回踩结束-----
1227,1,本周可以上3000点？,正,"http://guba.eastmoney.com/news,000001,879730147.html",操盘手dz,2020/10/9 11:50,25,,你想多了吧，上3000，那这周得天天红盘，天天大张，什么版块都得涨才行，100点了，你以为是10点呐
959,0,牛股,正,"http://guba.eastmoney.com/news,000001,879728141.html",股友VLG73w,2020/10/9 11:38,35,,
930,0,真厉害，银行涨的欢，其他股就难受了。,正,"http://guba.eastmoney.com/news,000001,879706469.html",个头痕唔痕,2020/10/9 10:38,2,,
953,0,平安真牛还没有停下脚步的感觉，继续加油吧,正,"http://guba.eastmoney.com/news,000001,879705545.html",为了理想的生活,2020/10/9 10:35,15,,
944,0,还是银行合适点，小公司动不动就暴雷，受不了,正,"http://guba.eastmoney.com/news,000001,879705347.html",我想安静打涨停,2020/10/9 10:35,1,,
916,0,稳步前行,正,"http://guba.eastmoney.com/news,000001,879704607.html",看世界潮流,2020/10/9 10:33,25,,
910,0,拉高就是出货时,正,"http://guba.eastmoney.com/news,000001,879704251.html",y7t6r5e4w3,2020/10/9 10:32,2,,
1002,0,见好就收。资金已经慢慢撤离了,正,"http://guba.eastmoney.com/news,000001,879702610.html",月亮不懂我的心,2020/10/9 10:28,3,,
967,0,疯了,正,"http://guba.eastmoney.com/news,000001,879702035.html",Cisco_liao,2020/10/9 10:27,15,,
899,0,慢慢涨,正,"http://guba.eastmoney.com/news,000001,879700948.html",王怀仁,2020/10/9 10:25,25,,
883,0,服,正,"http://guba.eastmoney.com/news,000001,879700708.html",炒股赢家2020,2020/10/9 10:24,25,,
950,0,能涨停就叼大 了,正,"http://guba.eastmoney.com/news,000001,879699255.html",股票大鼠,2020/10/9 10:20,25,,
933,0,未来四个季度，业绩是蒸蒸日上，卖不卖大家看着办吧，,正,"http://guba.eastmoney.com/news,000001,879699318.html",高智商研究中心,2020/10/9 10:20,4,,
943,1,上呀,正,"http://guba.eastmoney.com/news,000001,879696220.html",不想说什么了哇,2020/10/9 10:18,15,,上17呀
895,0,昨天涨的比较多，上午休息下，下午继续拉,正,"http://guba.eastmoney.com/news,000001,879693626.html",NASAbrother,2020/10/9 10:08,3,,
861,0,你太牛了，也拉拉你大哥小招[胜利],正,"http://guba.eastmoney.com/news,000001,879686175.html",吃货小田,2020/10/9 9:53,15,,
1038,0,今天我们继续拉升,正,"http://guba.eastmoney.com/news,000001,879666950.html",股友d7Jy00,2020/10/9 9:01,25,,
1534,0,平安银行可以说集千万宠爱于一身,正,"http://guba.eastmoney.com/news,000001,879641605.html",waygo,2020/10/8 22:04,35,,
1790,0,这才是牛股形态,正,"http://guba.eastmoney.com/news,000001,879639083.html",狂赌豪赢,2020/10/8 21:41,25,,
1810,0,对平安银行正确的操作是再拿四五个季度，等待利好彻底,正,"http://guba.eastmoney.com/news,000001,879637654.html",高智商研究中心,2020/10/8 21:27,4,,
1558,0,今天是国加队强势进入，难怪掉不下来,正,"http://guba.eastmoney.com/news,000001,879615745.html",你就会有钱,2020/10/8 17:16,2,,
1606,1,持有,正,"http://guba.eastmoney.com/news,000001,879614220.html",ah1969ah,2020/10/8 17:04,25,,卖出
1244,0,牛逼啊，,正,"http://guba.eastmoney.com/news,000001,879600066.html",niuniuongxiong,2020/10/8 15:32,2,,
3185,0,平安银行盘中最高16.23元创历史新高，总市值3143.76亿,正,"http://guba.eastmoney.com/news,cjpl,879600376.html",财经评论资讯,2020/10/8 15:31,5,10月8日，平安银行盘中最高价16.23元，股价创历史新高。截至收盘，平安银行最新价为16.2元，上涨3.91%，全日成交金额达到22.25亿元，换手率0.71%。根据最新收盘价进行计算，平安银行总市值为3143.76亿元。Choice数据显示，平安银行自上市以来的前次股价高点出现在2019年9月26日，当日最高价为16.04元(前复权)，后市未能突破前次高点，股价最低于2019年9月30日下探15.57元(前复权)。以最低点为区间起点计算，2019年9月30日至2019年10月8日，平安银行区间上涨3.91%。横向与市场指数和所属行业进行比较，2019年9月30日至2019年10月8日区间内，深证成指同期上涨0.3%，申万二级行业银行同期上涨1.02%。个股表现跑赢深证成指，强于所属申万行业指数。从全市场来看，10月8日沪深两市共有凯莱英、健友股份、欧普康视等14只股票价格创历史新高。其中凯莱英股价已连续六日盘中创下历史最高价。免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。,
2430,3,10月22日业绩公布后，股价升高到18元。11月--12月回调,正,"http://guba.eastmoney.com/news,000001,879598887.html",一只珠海的松鼠,2020/10/8 15:22,25,,经验总结，买平安千万千万别做t-----15.5让洗出了，哎-----经验总结，买平安千万千万别做t-----要长期持有
1052,0,加油，减了一点,正,"http://guba.eastmoney.com/news,000001,879577812.html",股友VqS7Mc,2020/10/8 14:21,2,,
962,0,好强的支撑，掉不下来,正,"http://guba.eastmoney.com/news,000001,879558696.html",你就会有钱,2020/10/8 13:27,2,,
